职位名称：软件测试工程师, 薪资：8-12K, 公司：宇信科技, 人数：10000人以上
职位名称：测试工程师, 薪资：8-12K, 公司：软通动力, 人数：100-499人
职位名称：测试工程师(J10006), 薪资：6-8K, 公司：思享时代, 人数：1000-9999人
职位名称：openstack测试工程师, 薪资：14-22K, 公司：纬创软件, 人数：20-99人
职位名称：移动APP测试工程师, 薪资：15-30K, 公司：闪传, 人数：1000-9999人
职位名称：测试工程师-（整机测试）, 薪资：8-13K, 公司：诚迈科技, 人数：1000-9999人
职位名称：测试工程师, 薪资：7-12K, 公司：捷科智诚, 人数：1000-9999人
职位名称：测试工程师, 薪资：15-25K·14薪, 公司：水滴互助, 人数：1000-9999人
职位名称：网络设备测试工程师, 薪资：10-15K·14薪, 公司：华三通信, 人数：10000人以上
职位名称：SEG-测试工程师, 薪资：10-15K, 公司：好未来, 人数：100-499人
职位名称：测试工程师, 薪资：13-16K, 公司：华晨弘毅, 人数：100-499人
职位名称：中级测试工程师, 薪资：10-15K·13薪, 公司：福化文仪, 人数：100-499人
职位名称：web测试工程师, 薪资：8-12K, 公司：青蓝致远科技, 人数：1000-9999人
职位名称：游戏测试工程师（mmo/卡牌类型）, 薪资：8-16K, 公司：完美世界, 人数：100-499人
职位名称：测试工程师, 薪资：8-13K, 公司：梅卡曼德机器人, 人数：100-499人
职位名称：测试工程师, 薪资：9-13K, 公司：熠宸信息, 人数：1000-9999人
职位名称：测试工程师, 薪资：12-15K·13薪, 公司：得逸信息, 人数：20-99人
职位名称：测试工程师, 薪资：7-12K, 公司：思沃创智, 人数：1000-9999人
职位名称：腾讯视频系统测试工程师（北京）, 薪资：20-40K·16薪, 公司：腾讯, 人数：10000人以上
职位名称：测试工程师, 薪资：9-14K, 公司：任子行, 人数：1000-9999人
职位名称：硬件测试工程师, 薪资：15-18K, 公司：北京馨泽亿家网络..., 人数：20-99人
职位名称：测试工程师, 薪资：18-30K·14薪, 公司：小帮规划, 人数：100-499人
职位名称：测试工程师, 薪资：9-14K, 公司：力天世技, 人数：0-20人
职位名称：测试工程师, 薪资：12-18K, 公司：北京鼎普科技, 人数：100-499人
职位名称：测试工程师, 薪资：8-10K·13薪, 公司：福化文仪, 人数：100-499人
职位名称：客户端测试工程师, 薪资：12-24K, 公司：APUS, 人数：100-499人
职位名称：存储测试工程师, 薪资：10-20K, 公司：极道科技, 人数：20-99人
职位名称：测试工程师, 薪资：12-24K, 公司：快看世界, 人数：100-499人
职位名称：软件测试工程师, 薪资：7-13K, 公司：四方精创, 人数：1000-9999人
职位名称：测试工程师, 薪资：6-9K, 公司：博汇科技, 人数：100-499人
职位名称：黑盒测试工程师, 薪资：6-9K, 公司：华维顿, 人数：0-20人
职位名称：测试工程师, 薪资：9-14K·14薪, 公司：友缘在线, 人数：100-499人
职位名称：测试工程师（北京）, 薪资：8-13K, 公司：软通动力, 人数：10000人以上
职位名称：QA测试工程师, 薪资：15-22K, 公司：柠檬信息有限公司, 人数：20-99人
职位名称：测试工程师, 薪资：10-20K, 公司：思图场景, 人数：100-499人
职位名称：高级测试工程师/测试专家, 薪资：12-24K·13薪, 公司：新生支付, 人数：500-999人
职位名称：测试工程师, 薪资：12-20K·14薪, 公司：Keep, 人数：1000-9999人
职位名称：测试工程师, 薪资：10-15K, 公司：北京用友政务, 人数：1000-9999人
职位名称：测试工程师, 薪资：10-15K, 公司：小e到家, 人数：20-99人
职位名称：软件测试工程师, 薪资：10-12K, 公司：曜立科技, 人数：1000-9999人
职位名称：测试工程师, 薪资：7-12K, 公司：联想利泰, 人数：10000人以上
职位名称：测试工程师, 薪资：6-12K, 公司：软通动力, 人数：100-499人
职位名称：软件测试工程师, 薪资：8-13K·13薪, 公司：烽鸟出行, 人数：20-99人
职位名称：测试工程师-平台端, 薪资：12-22K, 公司：踏歌智行, 人数：100-499人
职位名称：测试工程师-北京国网, 薪资：8-13K·13薪, 公司：雷铭科技, 人数：100-499人
职位名称：测试工程师, 薪资：8-12K, 公司：网梯科技发展有限公司, 人数：1000-9999人
职位名称：测试工程师0821, 薪资：8-10K, 公司：太极股份, 人数：20-99人
